FEATURE_ID|FEATURE_NAME|FEATURE_CLASS|STATE_ALPHA|STATE_NUMERIC|COUNTY_NAME|COUNTY_NUMERIC|PRIMARY_LAT_DMS|PRIM_LONG_DMS|PRIM_LAT_DEC|PRIM_LONG_DEC|SOURCE_LAT_DMS|SOURCE_LONG_DMS|SOURCE_LAT_DEC|SOURCE_LONG_DEC|ELEV_IN_M|ELEV_IN_FT|MAP_NAME|DATE_CREATED|DATE_EDITED
888430|Dog Spring Ranch|Locale|NM|35|Hidalgo|023|312102N|1081931W|31.350666|-108.3253128|||||1487|4879|Dog Mountains|11/13/1980|
888431|Dog Town Draw|Valley|NM|35|Eddy|015|321246N|1035658W|32.2129008|-103.9493764|321409N|1035038W|32.2359564|-103.8438189|915|3002|Pierce Canyon|11/13/1980|
888432|Dog Town Tank|Reservoir|NM|35|Lincoln|027|332833N|1061429W|33.4759086|-106.2413911|||||1372|4501|Three Rivers NW|11/13/1980|
888433|Dog Town Windmill|Locale|NM|35|Luna|029|321751N|1072025W|32.2975891|-107.3402971|||||1329|4360|Lazy E Ranch|11/13/1980|
888434|Dog Windmill|Locale|NM|35|Cibola|006|343648N|1074950W|34.6133853|-107.8306093|||||2356|7730|Wild Horse Canyon|11/13/1980|
888435|Dogie Canyon|Valley|NM|35|Rio Arriba|039|362806N|1073051W|36.4683437|-107.5142163|362952N|1072649W|36.4977879|-107.4469922|1878|6161|Smouse Mesa|11/13/1980|
888436|Dogie Canyon Pumping Station|Locale|NM|35|Rio Arriba|039|362603N|1072850W|36.4341776|-107.4806043|||||1900|6234|Gonzales Mesa|11/13/1980|
888437|Dogie Spring|Spring|NM|35|Rio Arriba|039|362825N|1072937W|36.4736215|-107.4936601|||||1899|6230|Gonzales Mesa|11/13/1980|
888438|Dogs Head Tank|Reservoir|NM|35|Hidalgo|023|321452N|1083948W|32.2476791|-108.6632347|||||1344|4409|Pyramid Peak|11/13/1980|06/23/2011
888439|Dogtown Ranch|Locale|NM|35|Luna|029|315143N|1075210W|31.8620433|-107.8694735|||||1299|4262|Malpais Hill|11/13/1980|
888440|Doll Day Tank|Reservoir|NM|35|Chaves|005|323619N|1051730W|32.6052382|-105.2915341|||||1714|5623|Cornucopia Canyon|11/13/1980|06/23/2011
888441|Dollar Tank|Reservoir|NM|35|Sierra|051|330258N|1073510W|33.0494111|-107.5862417|||||1837|6027|Bell Mountain|11/13/1980|06/23/2011
888442|Dolores Gulch|Valley|NM|35|Santa Fe|049|352459N|1060522W|35.4164267|-106.0894665|352053N|1060916W|35.3480951|-106.1544673|1762|5781|Picture Rock|11/13/1980|
888443|Dolores Mine|Mine|NM|35|Santa Fe|049|352033N|1060711W|35.3425397|-106.1197448|||||2070|6791|Captain Davis Mountain|11/13/1980|
888444|Dolores Ranch|Locale|NM|35|Santa Fe|049|352042N|1060756W|35.3450397|-106.1322449|||||2065|6775|Golden|11/13/1980|
888445|Dome Well|Well|NM|35|Lea|025|332915N|1034133W|33.4876031|-103.6924556|||||1327|4354|Caprock|11/13/1980|
888446|Domingues Canyon|Valley|NM|35|Grant|017|325847N|1083354W|32.9797913|-108.5650528|325847N|1083236W|32.9797222|-108.5433333|1404|4606|Cliff|11/13/1980|
888447|Dona Ana Arroyo|Stream|NM|35|Dona Ana|013|322215N|1065019W|32.3709248|-106.8386178|322614N|1064539W|32.4373125|-106.7608383|1191|3907|Las Cruces|11/13/1980|
888448|Dona Ana Bend Colony|Civil|NM|35|Dona Ana|013|321910N|1064549W|32.3195378|-106.7636148|||||1217|3993|Las Cruces|11/13/1980|
888449|Dona Ana Lateral|Canal|NM|35|Dona Ana|013|322240N|1064847W|32.3778693|-106.8130615|||||1196|3924|Dona Ana|11/13/1980|
888450|Dona Ana Peak|Summit|NM|35|Dona Ana|013|322715N|1064718W|32.4542563|-106.7883394|||||1757|5764|Dona Ana|11/13/1980|
888451|Dona Ana Range Camp|Locale|NM|35|Dona Ana|013|320904N|1063034W|32.1512085|-106.5094358|||||1253|4111|Bishop Cap|11/13/1980|
888452|Dona Ana- East Picacho|School|NM|35|Dona Ana|013|322300N|1064834W|32.3834247|-106.8094503|||||1208|3963|Dona Ana|11/13/1980|
888453|Donahue Windmill|Locale|NM|35|Luna|029|320032N|1074553W|32.0089832|-107.7647502|||||1270|4167|Midway Butte|11/13/1980|
888454|Donaldson Well|Well|NM|35|Eddy|015|321151N|1040520W|32.1976217|-104.0888254|||||919|3015|Malaga|11/13/1980|
888455|Donne Windmills|Locale|NM|35|Quay|037|350835N|1040245W|35.1431117|-104.0458059|||||1303|4275|Muniz Canyon|11/13/1980|
888456|Donnis Tank|Reservoir|NM|35|Socorro|053|341219N|1063830W|34.2053399|-106.6417192|||||1794|5886|Sierra De La Cruz|11/13/1980|06/23/2011
888457|Dons Tank|Reservoir|NM|35|Grant|017|322209N|1082726W|32.3690463|-108.4572044|||||1755|5758|Ninetysix Ranch|11/13/1980|06/23/2011
888458|Doodlebug Well|Well|NM|35|Lea|025|322458N|1032404W|32.4162356|-103.4010335|||||1097|3599|San Simon Ranch|11/13/1980|
888459|Doodlebug Well|Well|NM|35|McKinley|031|353854N|1074447W|35.6483576|-107.7464462|||||2113|6932|Hospah|11/13/1980|
888460|Doodlebug Windmill|Locale|NM|35|Chaves|005|334909N|1034741W|33.8192562|-103.7946833|||||1375|4511|Kenna|11/13/1980|
888461|Doodlebug Windmill|Locale|NM|35|San Miguel|047|352518N|1035443W|35.4217156|-103.9119147|||||1401|4596|Carpenter Mesa NW|11/13/1980|
888462|Dooley Tank|Reservoir|NM|35|Chaves|005|334520N|1041051W|33.7556374|-104.1807649|||||1253|4111|Haystack Butte|11/13/1980|06/23/2011
888463|Doolin Windmill|Locale|NM|35|Mora|033|354937N|1044044W|35.8269835|-104.6788794|||||1904|6247|Frutosa Lake|11/13/1980|
888464|Dora|Populated Place|NM|35|Roosevelt|041|335619N|1032012W|33.9386985|-103.3366192|||||1308|4291|Dora|11/13/1980|03/21/2008
888465|Dorey Mine|Mine|NM|35|Sandoval|043|351727N|1071040W|35.2908708|-107.1778203|||||1916|6286|La Gotera|11/13/1980|
888466|Lake Doris|Lake|NM|35|Colfax|007|363640N|1051002W|36.6109833|-105.1673221|||||2651|8697|Touch-Me-Not Mountain|11/13/1980|06/23/2011
888467|Dorsey Canyon|Valley|NM|35|Dona Ana|013|321737N|1063141W|32.293705|-106.5280492|321920N|1063225W|32.3222222|-106.5402778|1676|5499|Organ Peak|11/13/1980|
888468|Dorsey Lake|Reservoir|NM|35|Colfax|007|364114N|1043330W|36.6871077|-104.5583489|||||1892|6207|Koehler|11/13/1980|06/23/2011
888469|Dorsey Mansion State Monument|Park|NM|35|Colfax|007|362907N|1041137W|36.4853057|-104.1935913|||||2058|6752|Point of Rocks Mesa|11/13/1980|
888470|Dos Lomas|Summit|NM|35|Rio Arriba|039|365038N|1063515W|36.8439018|-106.5875351|||||2436|7992|Brazos|11/13/1980|
888471|Double Adobe Creek|Stream|NM|35|Hidalgo|023|314308N|1084908W|31.7189857|-108.8189412|313320N|1084151W|31.5556577|-108.6975467|1451|4760|Animas Peak NE|11/13/1980|
888472|Double Canyon|Slope|NM|35|Sierra|051|331523N|1070848W|33.2564617|-107.1466968|||||1354|4442|Black Bluffs|11/13/1980|
888473|Double Mills|Locale|NM|35|Eddy|015|320700N|1041151W|32.1167878|-104.1974391|||||946|3104|Cottonwood Hills|11/13/1980|
888474|Double Mills Reservoir|Reservoir|NM|35|Otero|035|331539N|1060801W|33.260913|-106.1336068|||||1314|4311|Three Rivers SW|11/13/1980|
888475|Double S Peaks|Summit|NM|35|Sierra|051|331317N|1073134W|33.2214602|-107.5261451|||||1905|6250|Thumb Tank Peak|11/13/1980|
888476|Double Tank|Reservoir|NM|35|Eddy|015|321138N|1040937W|32.1938947|-104.1602107|||||964|3163|Bond Draw|11/13/1980|06/23/2011
888477|Double Tank|Reservoir|NM|35|Otero|035|321614N|1051826W|32.2706528|-105.3071402|||||1425|4675|Cornucopia Ranch SE|11/13/1980|06/23/2011
888478|Double Tank|Reservoir|NM|35|Chaves|005|332202N|1040129W|33.3673262|-104.024682|||||1168|3832|Malstrom Ranch|11/13/1980|
888479|Double Tank|Reservoir|NM|35|Socorro|053|334113N|1060554W|33.6870176|-106.0983301|||||1550|5085|Wagon Canyon|11/13/1980|
888480|Double Tank|Reservoir|NM|35|Cibola|006|343946N|1072317W|34.6626788|-107.3881923|||||2017|6617|Cerro Del Oro|11/13/1980|06/23/2011
888481|Double Tanks|Reservoir|NM|35|Hidalgo|023|320513N|1083843W|32.0870324|-108.6453305|||||1429|4688|South Pyramid Peak|11/13/1980|
888482|Double Tanks|Reservoir|NM|35|Otero|035|322630N|1054747W|32.441756|-105.7964383|||||1482|4862|Otero Mesa North|11/13/1980|06/23/2011
888483|Double Tanks|Reservoir|NM|35|Cibola|006|344121N|1085559W|34.6892268|-108.9329792|||||2040|6693|Cantaralo Spring|11/13/1980|06/23/2011
888484|Double Well|Locale|NM|35|Chaves|005|334849N|1035115W|33.8137003|-103.8541286|||||1310|4298|Kenna|11/13/1980|
888485|Double Well|Well|NM|35|Hidalgo|023|313840N|1081405W|31.6445472|-108.2347611|||||1279|4196|Double Wells|11/13/1980|
888486|Double Well|Well|NM|35|Lea|025|332706N|1033942W|33.4517712|-103.6616218|||||1322|4337|Caprock|11/13/1980|
888487|Double Wells Tank|Reservoir|NM|35|Eddy|015|325342N|1040248W|32.8949051|-104.0466653|||||1125|3691|Basin Well|11/13/1980|06/23/2011
888488|Double Windmill|Locale|NM|35|Lea|025|332402N|1032341W|33.4006623|-103.3946741|||||1247|4091|Johnson Ranch|11/13/1980|
888489|Double Windmill|Locale|NM|35|Roosevelt|041|335057N|1034203W|33.8492556|-103.700793|||||1372|4501|Schram Lake|11/13/1980|
888490|Double Windmills|Locale|NM|35|Roosevelt|041|340314N|1034904W|34.0539709|-103.8177407|||||1389|4557|Gammil Well SE|11/13/1980|
888491|Double X Ranch|Locale|NM|35|Lea|025|321033N|1033429W|32.1759575|-103.574642|||||1058|3471|Bell Lake|11/13/1980|
888492|Doubtful Tank|Reservoir|NM|35|Hidalgo|023|322146N|1085802W|32.3627711|-108.967284|||||1305|4281|Mondel|11/13/1980|06/23/2011
888493|Dough Mountain Lake|Lake|NM|35|Cibola|006|345534N|1071921W|34.9261591|-107.3224217|||||1724|5656|Dough Mountain|11/13/1980|06/23/2011
888494|Douglas MacArthur School|School|NM|35|Bernalillo|001|350813N|1063858W|35.1369892|-106.6494704|||||1516|4974|Los Griegos|11/13/1980|
888495|Dousette Tank|Reservoir|NM|35|Otero|035|323424N|1062002W|32.5734224|-106.3338823|||||1214|3983|Lake Lucero SE|11/13/1980|
888496|Douthett Tank|Reservoir|NM|35|Chaves|005|331831N|1040111W|33.308729|-104.0197968|||||1154|3786|Malstrom Ranch|11/13/1980|06/23/2011
888497|Dove Spring|Spring|NM|35|Sierra|051|323700N|1073911W|32.6167488|-107.6530843|||||1646|5400|OK Canyon|11/13/1980|
888498|Dowa Yalanne School|School|NM|35|McKinley|031|350348N|1085055W|35.0633658|-108.8486946|||||1917|6289|Zuni|11/13/1980|
888499|Downs Tank|Reservoir|NM|35|Sierra|051|332049N|1071542W|33.3470162|-107.2616804|||||1499|4918|Huerfano Hill|11/13/1980|06/23/2011
888500|Doyle Canyon|Valley|NM|35|Colfax|007|365549N|1044040W|36.9303032|-104.677769|365710N|1044012W|36.9527778|-104.67|2221|7287|McWilliams Canyon|11/13/1980|
888501|Doyle Tank|Reservoir|NM|35|Chaves|005|333837N|1035656W|33.6437264|-103.9487899|||||1238|4062|Curlew Lake|11/13/1980|06/23/2011
888502|Doyles Well|Well|NM|35|Hidalgo|023|314623N|1081413W|31.7731546|-108.2369857|||||1457|4780|Victorio Ranch|11/13/1980|
888503|Drager Well|Well|NM|35|Chaves|005|335847N|1042813W|33.9798044|-104.470251|||||1248|4094|Swallow Nest Canyon|11/13/1980|
888504|Dragon Ridge|Ridge|NM|35|Luna|029|320937N|1073851W|32.160368|-107.6475259|||||1714|5623|Capitol Dome|11/13/1980|
888505|Dragon Wash|Stream|NM|35|McKinley|031|352015N|1085249W|35.3375255|-108.8803641|351926N|1085030W|35.3239151|-108.8417521|2024|6640|Jones Ranch School|11/13/1980|
888506|Drake Tank|Reservoir|NM|35|Chaves|005|335717N|1042316W|33.9547768|-104.3877688|||||1230|4035|Swallow Nest Canyon|11/13/1980|06/23/2011
888507|Draw Tank|Reservoir|NM|35|Chaves|005|332056N|1040556W|33.3487776|-104.0988576|||||1136|3727|Malstrom Ranch|11/13/1980|06/23/2011
888508|Draw Tank|Reservoir|NM|35|Guadalupe|019|350350N|1050842W|35.0639431|-105.1450011|||||1732|5682|Mesa Palo Amarillo|11/13/1980|
888509|Draw Well|Well|NM|35|Chaves|005|335742N|1041929W|33.9617492|-104.3246933|||||1174|3852|Deering Place|11/13/1980|
888510|Draw Well|Well|NM|35|Union|059|355345N|1031604W|35.8958695|-103.2677252|||||1416|4646|Hayden|11/13/1980|
888511|Draw Windmill|Locale|NM|35|Lea|025|331339N|1031525W|33.2276126|-103.2568932|||||1202|3944|Tatum South|11/13/1980|
888512|Dressler Ranch|Locale|NM|35|Torrance|057|343959N|1061357W|34.6664487|-106.2325186|||||1953|6407|Ewing|11/13/1980|
888513|Drift Fence Well|Locale|NM|35|Dona Ana|013|322924N|1062325W|32.4900906|-106.3902706|||||1204|3950|White Sands|11/13/1980|
888514|Drill Hole Sand Windmill|Locale|NM|35|Lea|025|332715N|1032840W|33.4542713|-103.477731|||||1288|4226|Johnson Ranch|11/13/1980|
888515|Drill Hole Twenty Gallon Well|Well|NM|35|Lea|025|333402N|1033930W|33.567322|-103.6582895|||||1345|4413|Button Mesa South|11/13/1980|
888516|Dripper Windmill|Locale|NM|35|Lea|025|332218N|1032319W|33.3717746|-103.3885628|||||1251|4104|Simanola Valley|11/13/1980|
888517|Dripping Spring|Spring|NM|35|Socorro|053|334048N|1062037W|33.6801133|-106.3436543|||||1881|6171|Oscura Peak|11/13/1980|04/19/2011
888518|Dripping Spring Canyon|Valley|NM|35|Curry|009|345740N|1031419W|34.9611733|-103.2385608|345617N|1031357W|34.9380556|-103.2325|1299|4262|Day Canyon|11/13/1980|
888519|Dripping Spring Tank|Reservoir|NM|35|Dona Ana|013|321533N|1063313W|32.2592614|-106.5536054|||||1800|5905|Organ Peak|11/13/1980|
888520|Dripping Springs|Spring|NM|35|Dona Ana|013|321921N|1063419W|32.3225933|-106.5719403|||||1913|6276|Organ Peak|11/13/1980|
888521|Dripping Springs|Spring|NM|35|Cibola|006|345526N|1073022W|34.9239375|-107.506029|||||1894|6214|Acoma Pueblo|11/13/1980|04/19/2011
888522|Dripping Springs|Spring|NM|35|Union|059|360119N|1032110W|36.0219231|-103.3527887|||||1477|4846|Skull Mesa|11/13/1980|04/19/2011
888523|Dripping Springs|Spring|NM|35|Quay|037|352007N|1033719W|35.3353298|-103.6219083|||||1170|3839|Hudson|11/13/1980|
888524|Drive Out Canyon|Valley|NM|35|Colfax|007|365942N|1043758W|36.9950235|-104.6327678|365841N|1043823W|36.9780556|-104.6397222|2228|7310|McWilliams Canyon|11/13/1980|
888525|Drum Tank|Reservoir|NM|35|Torrance|057|342909N|1060127W|34.4857998|-106.0242477|||||2036|6680|Round Top|11/13/1980|06/23/2011
888526|Dry Arroyo|Stream|NM|35|Colfax|007|362731N|1043340W|36.458644|-104.5611006|363206N|1044431W|36.5350353|-104.7419396|1768|5800|French|11/13/1980|
888527|Dry Canyon|Valley|NM|35|Lincoln|027|334229N|1052544W|33.7081368|-105.4288729|333843N|1052633W|33.6452778|-105.4425|1820|5971|Encinoso|11/13/1980|
888528|Dry Canyon|Valley|NM|35|Colfax|007|364712N|1043857W|36.7866957|-104.6491587|365023N|1043915W|36.8397222|-104.6541667|2054|6739|Curtis Camp|11/13/1980|
888529|Dry Canyon|Valley|NM|35|Colfax|007|364753N|1041231W|36.7980812|-104.2085908|364917N|1041015W|36.8213889|-104.1708333|2050|6726|Johnson Park|11/13/1980|
888530|Dry Canyon|Valley|NM|35|Union|059|365022N|1031053W|36.8394671|-103.1813245|364741N|1031850W|36.7947456|-103.3138301|1431|4695|Atencio|11/13/1980|
888531|Dry Laguna|Lake|NM|35|Colfax|007|361445N|1043655W|36.2459127|-104.6152659|||||1800|5905|Stony Lake|11/13/1980|06/23/2011
888532|Dry Lake|Lake|NM|35|Lea|025|322706N|1032151W|32.4515415|-103.3641301|||||1091|3579|Oil Center|11/13/1980|06/23/2011
888533|Dry Lake|Lake|NM|35|Cibola|006|344215N|1072115W|34.7042642|-107.3542473|||||2029|6657|Chicken Mountain|11/13/1980|06/23/2011
888534|Dry Lake|Lake|NM|35|San Miguel|047|351426N|1044057W|35.240431|-104.6825577|||||1588|5210|Bar Y Ranch|11/13/1980|06/23/2011
888535|Dry Lake|Lake|NM|35|Sandoval|043|352310N|1070136W|35.3861462|-107.026706|||||2065|6775|Casa Salazar|11/13/1980|
888536|Dry Lake|Lake|NM|35|Mora|033|355109N|1050014W|35.8524358|-105.0039339|||||1997|6552|Loma Parda|11/13/1980|06/23/2011
888537|Dry Lake|Lake|NM|35|Otero|035|325240N|1061317W|32.8778628|-106.2213844|||||1220|4003|Lost River|11/13/1980|
888538|Dry Lakes|Lake|NM|35|Otero|035|322538N|1051758W|32.4273253|-105.2994097|||||1570|5151|Cornucopia Ranch|11/13/1980|06/23/2011
888539|Dry Mesa|Summit|NM|35|Colfax|007|364746N|1041043W|36.7961366|-104.1785896|||||2429|7969|Johnson Park|11/13/1980|
888540|Dry Mule Tank|Reservoir|NM|35|San Miguel|047|354202N|1035855W|35.7006866|-103.9820521|||||1603|5259|Chinaberry Canyon|11/13/1980|06/23/2011
888541|Dry Pasture|Area|NM|35|Chaves|005|330659N|1050519W|33.1164864|-105.0885902|||||1607|5272|Flying H|11/13/1980|
888542|Dry Peak|Summit|NM|35|Otero|035|323031N|1051529W|32.50872|-105.2580282|||||1943|6375|Cornucopia Canyon|11/13/1980|
888543|Dry Section Mountain|Summit|NM|35|Grant|017|325808N|1085113W|32.9689576|-108.8536705|||||2127|6978|Applegate Mountain|11/13/1980|
888544|Dry Spring|Spring|NM|35|Sandoval|043|360256N|1071001W|36.0488638|-107.167032|||||2182|7159|Taylor Ranch|11/13/1980|04/19/2011
888545|Dry Tank|Reservoir|NM|35|Otero|035|321745N|1051624W|32.2957822|-105.273346|||||1368|4488|Cornucopia Ranch SE|11/13/1980|06/23/2011
888546|Dry Tank|Reservoir|NM|35|Sierra|051|331229N|1073324W|33.2081593|-107.5566774|||||1770|5807|Thumb Tank Peak|11/13/1980|06/23/2011
888547|Dry Tank|Reservoir|NM|35|Harding|021|352720N|1033223W|35.455604|-103.5396836|||||1184|3884|Montesito Creek|11/13/1980|
888548|Dry Well|Well|NM|35|Socorro|053|342251N|1065742W|34.3808977|-106.9616976|||||1589|5213|La Joya NW|11/13/1980|
888549|Dry Windmill|Locale|NM|35|Cibola|006|344717N|1075359W|34.7881028|-107.8997787|||||2291|7516|North Pasture|11/13/1980|
888550|Dublin Ranch|Locale|NM|35|Eddy|015|322315N|1040449W|32.3876201|-104.0802204|||||944|3097|Indian Flats|11/13/1980|
888551|Dublin Tank|Reservoir|NM|35|Eddy|015|322207N|1041611W|32.3684732|-104.269638|||||977|3205|Kitchen Cove|11/13/1980|06/23/2011
888552|Dublin Well|Well|NM|35|Eddy|015|322135N|1041752W|32.3598391|-104.2977274|||||996|3268|Kitchen Cove|11/13/1980|
888553|Dubois Hill|Summit|NM|35|McKinley|031|350911N|1084954W|35.1530859|-108.8317506|||||2056|6745|Vanderwagen Draw|11/13/1980|
888554|Dubois Wash|Stream|NM|35|McKinley|031|351633N|1085137W|35.2758601|-108.8603632|351932N|1084741W|35.3255556|-108.7947222|2073|6801|Vanderwagen|11/13/1980|
888555|Dubois Well|Well|NM|35|Union|059|355900N|1031515W|35.9833686|-103.2541121|||||1432|4698|Hayden|11/13/1980|
888556|Dubs Deep Well|Well|NM|35|Chaves|005|334705N|1045108W|33.7848075|-104.8522026|||||1375|4511|Round Mountain SE|11/13/1980|
888557|Duck Pond Tank|Reservoir|NM|35|Harding|021|352551N|1033320W|35.4308824|-103.5555174|||||1211|3973|Montesito Creek|11/13/1980|
888558|Duck Tank|Reservoir|NM|35|San Miguel|047|351744N|1035114W|35.2955086|-103.8539505|||||1194|3917|Trinchera Creek|11/13/1980|06/23/2011
888559|Dude Mine|Mine|NM|35|Sierra|051|323802N|1073522W|32.6339708|-107.5894721|||||1574|5164|Lake Valley|11/13/1980|
888560|Dudley Canyon|Valley|NM|35|Catron|003|342615N|1082435W|34.4375494|-108.4097873|342654N|1082156W|34.4483833|-108.3656203|2235|7333|Mariano Springs|11/13/1980|
888561|Dudley Tank|Reservoir|NM|35|Catron|003|342628N|1082249W|34.4411781|-108.3801925|||||2338|7671|Mariano Springs|11/13/1980|06/23/2011
888562|Dufers Point|Cliff|NM|35|San Juan|045|362557N|1074106W|36.4325106|-107.6850555|||||2100|6890|Thompson Mesa|11/13/1980|
888563|Dug Well|Well|NM|35|Lea|025|332713N|1033411W|33.4537157|-103.5696765|||||1281|4203|Lane Salt Lake|11/13/1980|
888564|Duggins Well|Well|NM|35|Catron|003|342457N|1080452W|34.415887|-108.0811714|||||2263|7424|Tres Lagunas|11/13/1980|
888565|Dulce Canyon|Valley|NM|35|Rio Arriba|039|365532N|1065928W|36.9255657|-106.9911489|364844N|1070206W|36.8122321|-107.0350397|2068|6785|Dulce|11/13/1980|
888566|Dulce Creek|Stream|NM|35|Rio Arriba|039|365545N|1070002W|36.9291767|-107.0005933|365247N|1070008W|36.8797222|-107.0022222|2067|6781|Wirt Canyon|11/13/1980|
888567|Dulce Ridge|Ridge|NM|35|Rio Arriba|039|365657N|1070008W|36.9491766|-107.0022598|||||2288|7506|Wirt Canyon|11/13/1980|
888568|Dulce Spring|Spring|NM|35|Rio Arriba|039|365308N|1070008W|36.8855657|-107.0022606|||||2136|7008|Wirt Canyon|11/13/1980|
888569|Dunbar School|School|NM|35|Dona Ana|013|320705N|1063946W|32.1181537|-106.6627738|||||1165|3822|La Mesa|11/13/1980|
888570|Duncan Canyon|Valley|NM|35|Union|059|365528N|1034413W|36.9244675|-103.7369023|365702N|1034538W|36.9505786|-103.7605143|1718|5636|Cross L Ranch|11/13/1980|
888571|Duncan Farms|Locale|NM|35|Socorro|053|335630N|1065137W|33.9417327|-106.8603027|||||1387|4550|San Antonio|11/13/1980|
888572|Duncan Ranch|Locale|NM|35|Sierra|051|324124N|1072714W|32.6900799|-107.4539143|||||1460|4790|Jug Canyon|11/13/1980|
888573|Duncan Tank|Reservoir|NM|35|Chaves|005|331738N|1044104W|33.2939633|-104.68445|||||1190|3904|Hondo Reservoir|11/13/1980|06/23/2011
888574|Duncan Tank|Reservoir|NM|35|Chaves|005|332957N|1035621W|33.4992549|-103.9391418|||||1215|3986|Oasis|11/13/1980|06/23/2011
888575|Duncan Windmill|Locale|NM|35|Lea|025|324553N|1033447W|32.7648451|-103.579665|||||1232|4042|Buckeye|11/13/1980|
888576|Dunken Windmill|Locale|NM|35|Chaves|005|324923N|1050909W|32.8231578|-105.1524774|||||1671|5482|Dunken|11/13/1980|
888577|Dunlap Ranch|Locale|NM|35|Torrance|057|343653N|1052829W|34.6147899|-105.474728|||||1868|6129|Dunlap Ranch|11/13/1980|
888578|Dunn Well|Locale|NM|35|Roosevelt|041|334706N|1034055W|33.785091|-103.6819034|||||1373|4505|Schram Lake|11/13/1980|
888579|Dunn Windmill|Locale|NM|35|Luna|029|321819N|1080330W|32.305364|-108.0583712|||||1407|4616|Grandmother Mountain East|11/13/1980|
888580|Dunn Windmill|Locale|NM|35|Cibola|006|344046N|1073847W|34.6794961|-107.6464374|||||2213|7260|Mecate Meadow|11/13/1980|
888581|Duoro Siding|Locale|NM|35|Guadalupe|019|342751N|1045706W|34.464239|-104.9516593|||||1661|5449|Duoro|11/13/1980|
888582|Duran Canyon|Valley|NM|35|Cibola|006|343734N|1085931W|34.6261521|-108.9920282|343945N|1085847W|34.6625|-108.9797222|1944|6378|Cantaralo Spring|11/13/1980|
888583|Duran Canyon|Valley|NM|35|Sierra|051|323758N|1072502W|32.6328591|-107.4172465|323713N|1072559W|32.6203597|-107.4330801|1476|4842|Jug Canyon|11/13/1980|
888584|Duran Meadow|Area|NM|35|Colfax|007|361832N|1050229W|36.3089246|-105.0413938|||||2538|8327|White Peak|11/13/1980|
888585|Duran Tank|Reservoir|NM|35|Cibola|006|343842N|1085950W|34.6448761|-108.9970898|||||1992|6535|Cantaralo Spring|11/13/1980|06/23/2011
888586|Duran Tank|Reservoir|NM|35|Guadalupe|019|350428N|1051232W|35.0744981|-105.2088919|||||1792|5879|Mesa Palo Amarillo|11/13/1980|
888587|Durand Reservoir|Reservoir|NM|35|Chaves|005|331343N|1042113W|33.2285907|-104.3536782|||||1042|3419|Dexter East|11/13/1980|06/23/2011
888588|Duranes Ditch|Canal|NM|35|Bernalillo|001|350636N|1064043W|35.1100455|-106.6786375|||||1513|4964|Albuquerque West|11/13/1980|
888589|Duranes Lateral|Canal|NM|35|Bernalillo|001|350822N|1064021W|35.139489|-106.6725264|||||1516|4974|Los Griegos|11/13/1980|
888590|Duranes Elementary School|School|NM|35|Bernalillo|001|350640N|1064029W|35.1111566|-106.6747485|||||1513|4964|Albuquerque West|08/31/1992|
888591|Durham Ranch|Locale|NM|35|Chaves|005|333836N|1042033W|33.6434242|-104.3424679|||||1084|3556|Eightmile Draw|11/13/1980|
888592|Durham Windmill|Locale|NM|35|Quay|037|350017N|1031259W|35.0047833|-103.2163382|||||1243|4078|Riley Camp|11/13/1980|
888593|Dustin Masonic Memorial Park|Cemetery|NM|35|San Juan|045|364354N|1080914W|36.73167|-108.1539613|||||1668|5472|Farmington South|11/13/1980|
888594|Dutch John Windmill|Locale|NM|35|Grant|017|324853N|1084936W|32.8147947|-108.8267247|||||1402|4600|Walker Canyon|11/13/1980|
888595|Dutch Lake|Lake|NM|35|Catron|003|343237N|1081802W|34.5437321|-108.3004283|||||2256|7401|Veteado Mountain|11/13/1980|06/23/2011
888596|Dutch Lakes|Lake|NM|35|Catron|003|342348N|1085200W|34.3966054|-108.8667524|||||2036|6680|Zuni Salt Lake|11/13/1980|06/23/2011
888597|Dutch Windmill|Locale|NM|35|Roosevelt|041|341320N|1035518W|34.2222987|-103.9216324|||||1338|4390|Gammil Well|11/13/1980|
888598|Dutche Well|Well|NM|35|Union|059|355748N|1030335W|35.9633701|-103.0596581|||||1310|4298|Koger Ranch|11/13/1980|
888599|Dutchman Canyon|Valley|NM|35|Colfax|007|365440N|1042936W|36.9111359|-104.4933216|365611N|1043350W|36.9364135|-104.5638782|2057|6749|Raton|11/13/1980|
888600|Duwess Canyon|Valley|NM|35|San Miguel|047|350736N|1040522W|35.126723|-104.0894178|350957N|1040546W|35.1658333|-104.0961111|1312|4304|Muniz Canyon|11/13/1980|
888601|Duwess Windmill|Locale|NM|35|San Miguel|047|350909N|1040649W|35.1525554|-104.1135851|||||1359|4459|Muniz Canyon|11/13/1980|
888602|Dyer Ranch|Locale|NM|35|Santa Fe|049|351822N|1054516W|35.3061543|-105.7544612|||||2170|7119|Wildhorse Mesa|11/13/1980|
888603|Dyke Ditch|Canal|NM|35|Colfax|007|363226N|1043512W|36.5405883|-104.5866575|||||1822|5978|Maxwell|11/13/1980|
888604|Dzilth-na-o-dith-hle School|School|NM|35|San Juan|045|362328N|1075016W|36.3911216|-107.8378387|||||2059|6755|Huerfano Trading Post|11/13/1980|
